X,Y,REVISION,NOME,PROVINCIA,CONCELLO,PARROQUIA,LUGAR,X,Y,DATUM,FUSO,INTERESE,DOCUMENTO,APROBADO,PUBLICACIO,FICHA,SIOTUGA,CLASIFICAC,ID_BIC,Nivel_1,CONTORNO,POL,PBA_2018,ID_PBA_201,DUPLICADO_,XENERICO,ID_IPAGA,ID_COPRA,OBSERVACIO,TIPOLOXIA,Buffer,CodImpresi,cod_PBM,_nome,_parroquia,_concello,_coord_x,_coord_y,_lugar,_afec,_tipo_prot,_num_PINF,_num_PORD,_categoria,_tipo,_descricio,_descricic,_uso_actua,_estado_co,_clas_solo,_ord_pba,_act_aut,_act_adic,_clase,_nivel_pro,_cod_snr,_FOTO,_FOTO_2,_ID_IPAGA,icon_url
-7.99742288014223,42.3751245826822,2019/11/11,Hórreos (3) na Castiñeira,Ourense,Punxín,Punxín (Santa María),Fontedouro,582542.00000000000,4691914.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37544.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37696,3.1-067,Hórreos (3) na Castiñeira,Punxín (Santa María),Punxín,"582542","4691914",A Castiñeira,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_02,32065_PBM_202204_B_PORD_01CL_02,Monumento,3. ETNOGRÁFICO,"Hórreos con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés cada un deles. As cámaras son de madeira coas doelas colocadas verticalmente. As cubertas dos tres son a dúas augas con estrutura de madeira e cubrición a",base de tella cerámica plana.,Agrícola,bo,SNRT/SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0403-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-067.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.00047849835218,42.3688433806801,,Cruceiro na Igrexa de Santa María,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582298.62975837686,4691213.58733916562,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Cruceiro,,,3.6-004,Cruceiro na Igrexa de Santa María,Punxín (Santa María),Punxín,"582299","4691214",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,Situado en plataforma intermedia de escaleiras de acceso á igrexa parroquial nunha mezcla de muros de pedra e de formigón. O cruceiro presenta un pedestal rectangular de cemento sobre do que parte o fuste cilíndrico rematado por un capitel de figuraci,"relixiosa con cruz latina, onde na cara frontal represéntase o Cristo crucificado e na cara posterior á Virxe.",Relixioso,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.",Adecuarase de modo conveniente no entorno inmediato onde se sitúa o ben.,Ben catalogado,Integral,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.6-004.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.00054036695732,42.3688487559873,,Fonte na Igrexa de Santa María,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582293.52855395107,4691214.12430805247,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Fonte,,,3.4-001,Fonte na Igrexa de Santa María,Punxín (Santa María),Punxín,"582293","4691214",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,Situado en plataforma intermedia de escaleiras de acceso á igrexa parroquial nunha mezcla de muros de pedra e de formigón. Está encastrada no cerramento de pedra con jamba de sillares con columna rematada con capitel floral no seu lado dereito e dinte,con inscrición.,Público,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.",Adecuarase de modo conveniente no entorno inmediato onde se sitúa o ben.,Ben catalogado,Integral,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.4-001.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.00168017595328,42.3694033325998,,Pombal,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582198.95490874199,4691274.60042894538,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Pombal,,,3.2-001,Pombal,Punxín (Santa María),Punxín,"582199","4691274",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,Pombal de planta circular duns 5 metros de diámetro que recolle no seu interior celdas ou nichos para palomas. O cerramento está revestido. A cuberta de tella cerámica remátase cunha linterna central a modo de pináculo. O pombal localízase na parte,da finca singular pertencente á casa reitoral.,Pombal,bo,SR,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.",Adecuarase de maneira conveniente o entorno inmediato onde se sitúa o ben.,Ben catalogado,Estrutural,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.2-001.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.2-001_2.jpg,,
-7.99959772081112,42.3718980432736,,Hórreo,Ourense,Punxín,Punxín (Santa María),"Bacelo, O",582367.16041257035,4691553.62288681418,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Hórreo,,,3.1-055,Hórreo,Punxín (Santa María),Punxín,"582367","4691554",O Bacelo,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRC,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0401-2-C,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-055.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-055_2.jpg,,
-7.99992976824893,42.3712655461792,,Hórreo,Ourense,Punxín,Punxín (Santa María),San Roque,582340.64757377969,4691483.07020916138,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Hórreo,,,3.1-054,Hórreo,Punxín (Santa María),Punxín,"582341","4691483",San Roque,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-054.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-054_2.jpg,,
-7.99892594810457,42.37048832754,,Hórreo,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582424.31403847318,4691397.74249697383,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Hórreo,,,3.1-053,Hórreo,Punxín (Santa María),Punxín,"582424","4691398",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite. Eliminaranse os elementos discordantes.",Ben catalogado,Integral,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-053.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-053_2.jpg,,
-7.99863740017606,42.3700628158373,,Hórreo,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582448.62866088399,4691350.77449964546,ETRS,29.00000000000,ETN,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Hórreo,,,3.1-052,Hórreo,Punxín (Santa María),Punxín,"582449","4691351",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-052.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-052_2.jpg,,
-8.00068785676704,42.3690324087619,,Casa reitoral,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582281.14470899745,4691234.37390819751,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa reitoral,,,2.2-002,Casa reitoral,Punxín (Santa María),Punxín,"582281","4691234",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa reitoral de dúas plantas, a inferior destinada a adega, cortes..., a superior de uso residencial, con cerramento a base de sillería de formato regular. A edificación principal e os seus anexos dispóñense entorno a un patio de entrada delimitado",polos altos muros e un portalón de amplas dimensións sobre o que se atopa unha balconada sobre canzorros de pedra. O acceso á planta superior faise a través dunhas escaleiras situadas no patio. A cuberta é a catro augas con cubrición de tella cerá,Residencial,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","Manteranse os ocos co formato existente sustituíndo as carpinterías de aluminio. Rexuntarase o cerramento con morteiro de cal refundido, de tonalidade similar á da pedra. Revisión dos elementos acaroados aos paramentos (antenas de TV, farolas...)",Ben catalogado,Estrutural,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-002.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-002_2.jpg,,
-8.00015778228999,42.3693215691041,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582324.41265508893,4691266.99476807844,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-005,Casa tradicional,Punxín (Santa María),Punxín,"582324","4691267",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional a pe de estrada de dúas alturas e bufarda, de planta rectangular con cerramento de sillares de formas regulares en planta primeira, con remate das esquinas con capitel, a planta superior está enfoscada e pintada. A edificación princip",e os seus anexos dispoñen entorno a un patio ao que se accede a través dun amplo portalón. A planta primeira dispón dun balcón corrido de lousa de pedra e baranda de forxa. A cuberta é a catro augas con tella cerámica curva.,Residencial,bo,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Conservaranse os balcóns e as súas barandas. Mantendranse os ocos existentes con recuperación das carpinterías de madeira. Eliminaranse as persianas dos ocos de planta baixa. Eliminarase o rexuntado existente sustituíndole por outro refundido.,Ben catalogado,Ambiental,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-005.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-005_2.jpg,,
-8.0001524549191,42.3697152722168,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582324.33714383899,4691310.71578166727,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-004,Casa tradicional,Punxín (Santa María),Punxín,"582324","4691311",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional de forma rectangular de dúas alturas: a baixa destinada a corte ou adega, a superior utilizada como vivenda, con cerramento de mampostería coa pedra rexuntada en cor branco. O acceso á planta primeira realízase dende a rúa por medio",dunhas escaleiras de pedra. A fachada posterior dispón dunha solaina de madeira que se abre a un pequeno patio. A cuberta é a tres augas con tella cerámica plana.,Residencial,bo,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Conservarase a solaina de madeira da fachada posterior e os ocos existentes. Eliminarase o rexuntado en cor branco substituíndoo por outro refundido de morteiro de cal en tonalidade similar ao da pedra.,Ben catalogado,Ambiental,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-004.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-004_2.jpg,,
-8.00063269332034,42.36987995162,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Forxa, A",582284.58047085919,4691328.53643660154,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-003,Casa tradicional,Punxín (Santa María),Punxín,"582284","4691328",A Forxa,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional a pe de estrada de forma rectangular, de dúas alturas na maior parte da súa fronte. tres alturas na súa parte esquerda. O cerramento é de sillares de pedra de formas regulares rexuntado, con recercado en todos os ocos a base de porta","balconeras con dintel en arco. A fachada principal presenta nas súas plantas superiores balcóns con lousa de pedra e barandas de ferro. Cuberta a dúas augas con tella cerámica plana, salvo a parte da edificación con tres alturas que a ten a tres aug",Residencial,bo,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Conservaranse os balcóns e as súas barandas. Manteranse os ocos existentes. Eliminarase o rexuntado substituíndoo por outro refundido de morteiro de cal en tonalidade similar ao da pedra.,Ben catalogado,Ambiental,0401-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-003.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-003_2.jpg,,
-7.99856333652494,42.3701643465532,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582454.59404960880,4691362.12006491516,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-007,Casa tradicional,Punxín (Santa María),Punxín,"582454","4691362",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional de forma rectangular de dúas alturas: a planta baixa destinada a adega e corte, a superior con usos vividoiros á que se accede desde un camiño que da á fachada posterior a través dunha escaleira de pedra. Dispón dun patio posterior","amplo portalón de pedra. O cerramento é de mampostería rexuntado con morteiro de cemento aplicado moi toscamente, con recercado en todos os ocos da fachada principal. A cuberta é a dúas augas con tella cerámica. Realizáronse ampliacions.",Residencial,regular,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Eliminarase o rexuntado substituíndoo por outro refundido de morteiro de cal en tonalidade similar á da pedra así como tódolos elementos discordantes co grao de protección do ben.,Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-007.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-7.9986444957642,42.3702078986856,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582447.85467057105,4691366.87727364711,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-006,Casa tradicional,Punxín (Santa María),Punxín,"582448","4691367",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional de forma rectangular de dúas alturas: a planta baixa destinada a adega e corte, a superior con usos vividoiros aos que se accede dende un camiño que da á fachada posterior, a través dunha escaleira que desembarca nun balcón cuberto.","voo formalízase por medio do solo de lousa de pedra e a cuberta apoiase nun pilar de pedra de grande esbeltez, sen basa e rematado por un capitel. O cerramento é de mampostería rexuntado con morteiro de cemento, con recercado nos ocos da fachada.",Residencial,malo,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Conservaranse os ocos existentes e recuperarase o balcón da fachada posterior. Eliminarase o rexuntado substituíndoo por outro refundido de morteiro de cal en tonalidade similar ao da pedra.,Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-006.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-006_2.JPG,,
-7.99889153565786,42.3702442287725,,Bodega,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582427.46663314605,4691370.67171394546,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Bodega,,,3.8-001,Adega,Punxín (Santa María),Punxín,"582427","4691371",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Antiga adega nunha soa planta, de cerramento de fábrica de mampostería de factura irregular con rexuntado de morteiro de cal en tonalidade ocre. A cuberta é a dúas augas e cubrición de tella cerámica curva, colocada sobre planchas de fibrocemento.",A porta existente formalízase cun recercado de pedra.,Agrícola,bo,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",Protexerase da vista as planchas de fibrocemento utilizadas.,Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-001.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-001_2.jpg,,
-7.99890039312877,42.3703794662484,,Casa tradicional,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582426.56049814937,4691385.67957482766,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Casa tradicional,,,2.2-008,Casa tradicional,Punxín (Santa María),Punxín,"582426","4691386",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,2. ARQUITECTÓNICO,"Casa tradicional de forma rectangular composta por dous volumes dunha e dúas plantas respectivamente. A fachada principal mantívose en bo estado con cerramento de mampostería rexuntada en cor branco non así a fachada posterior, na cal realizárouse u",ampliación para dar acceso á vivenda que desvirtúa totalmente a edificación orixinal. A cuberta é a dúas augas con tella cerámica curva.,Residencial,regular,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.",O rexuntado realizarase refundido con morteiro de cal en tonalidade similar ao da pedra así como tódolos elementos discordantes co grao de protección do ben.,Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-008.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\2.2-008_2.jpg,,
-7.99904452745331,42.3702256731701,,Bodega,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582414.89401006745,4691368.46300989110,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Bodega,,,3.8-003,Adega,Punxín (Santa María),Punxín,"582415","4691368",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Antiga adega nunha soa planta, de cerramento de fábrica de mampostería de factura irregular sen rexuntar, con añadidos de bloque de formigón. A cuberta é a tres augas de tella cerámica curva e placas de fibrocemento.","-",Agrícola,regular,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.","Non se permiten as planchas de fibrocemento vistas. En caso de realizar o rexuntado do cerramento deberá ser refundido, de morteiro de cal en tonalidade similar ao da pedra.",Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-003.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-003_2.jpg,,
-7.99899359253809,42.3704011916282,,Bodega,Ourense,Punxín,Punxín (Santa María),"Quintás, As",582418.85835067788,4691388.00154575706,ETRS,29.00000000000,ART,"DSNR A Forxa, San Roque, As Quintás e O Bacelo",,,,,CAT,,,,NON,,,,,,,,Bodega,,,3.8-002,Adega,Punxín (Santa María),Punxín,"582419","4691388",As Quintás,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Antiga adega nunha soa planta, de cerramento de fábrica de mampostería de factura irregular sen rexuntar. A cuberta é a dúas augas, de estrutura de madeira e cubrición de tella cerámica curva, a cal se atopa en mal estado, téndose colocado plancha",fibrocemento. As portas existentes son de escasa altura protexidas pola prolongación en voo da cuberta.,Agrícola,regular,SNRT,,"Investigación, Mantemento, Conservación, Consolidación, Restauración, Rehabilitación.","Non se permiten as planchas de fibrocemento vistas. En caso de realizar o rexuntado de cerramento, este deberá ser refundido, de morteiro de cal en tonalidade similar ao da pedra.",Ben catalogado,Ambiental,0401-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-002.JPG,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.8-002_2.jpg,,
